datetime,portfolio_value,cash,return
2023-01-03 09:30:00-05:00,100000.0,100000.0,
2023-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-05 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-11 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-12 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-14 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-17 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-18 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-19 09:30:00-05:00,100000.0,150393.57739257812,0.0
2023-01-20 09:30:00-05:00,101226.41717529297,223868.09771728516,0.012264171752929709
2023-01-21 09:30:00-05:00,100973.33392333984,335968.0511779785,-0.0025001700051762166
2023-01-23 09:30:00-05:00,95610.7318649292,218505.4956588745,-0.053109091777458706
2023-01-24 09:30:00-05:00,92613.7318649292,218505.4956588745,-0.03134585356206565
2023-01-25 09:30:00-05:00,90939.85674285889,218505.4956588745,-0.01807372501209159
2023-01-26 09:30:00-05:00,92511.6205368042,218505.4956588745,0.017283552561443205
2023-01-27 09:30:00-05:00,89203.81511688232,330625.1961288452,-0.035755566713977505
2023-01-28 09:30:00-05:00,84362.6482147217,84362.6482147217,-0.05427085036460966
2023-01-30 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-01-31 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-02-01 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-02-02 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-02-03 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-02-04 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-02-06 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-02-07 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-02-08 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-02-09 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-02-10 09:30:00-05:00,84362.6482147217,84362.6482147217,0.0
2023-02-11 09:30:00-05:00,84362.6482147217,125391.40971984866,0.0
2023-02-13 09:30:00-05:00,84362.6482147217,125391.40971984866,0.0
2023-02-14 09:30:00-05:00,84136.59905090334,125391.40971984866,-0.002679493455954751
2023-02-15 09:30:00-05:00,83895.47771301272,125391.40971984866,-0.002865831761808546
2023-02-16 09:30:00-05:00,83620.1105560303,125391.40971984866,-0.0032822646045880255
2023-02-17 09:30:00-05:00,83691.34905090334,125391.40971984866,0.0008519301684648539
2023-02-18 09:30:00-05:00,84144.81871643069,125391.40971984866,0.005418357699689347
2023-02-21 09:30:00-05:00,84144.81871643069,125391.40971984866,0.0
2023-02-22 09:30:00-05:00,84666.78838195803,125391.40971984866,0.006203230020453088
2023-02-23 09:30:00-05:00,85028.47038879397,125391.40971984866,0.0042718285853040605
2023-02-24 09:30:00-05:00,84569.51955261233,125391.40971984866,-0.005397613694367087
2023-02-25 09:30:00-05:00,85420.28838195803,125391.40971984866,0.01005999364601351
2023-02-27 09:30:00-05:00,85420.28838195803,125391.40971984866,0.0
