2025-05-13 16:18:44,974: root: INFO: MLTrader : Executing the initialize lifecycle method
2025-05-13 16:18:46,588: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2025-05-13 16:18:46,590: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2025-05-13 16:18:46,591: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2025-05-13 16:18:46,591: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2025-05-13 16:18:46,592: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2025-05-13 16:18:46[0m
2025-05-13 16:18:46,592: root: INFO: [32mNew market order of | 10 SPY buy | with status unprocessed was submitted.[0m
2025-05-13 16:18:46,596: root: INFO: [34mMLTrader : Trading iteration ended at 2025-05-13 16:18:46[0m
2025-05-13 16:18:46,596: root: INFO: Getting historical prices for SPY, 1 bars, 
2025-05-13 16:18:46,596: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-13 16:18:47,777: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-13 16:18:47,780: root: INFO: [32mFilled Transaction: buy 10 of SPY at 469.48999023 USD per share[0m
2025-05-13 16:18:47,781: root: INFO: market order of | 10 SPY buy | with status new was filled
2025-05-13 16:18:47,785: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2025-05-13 16:18:47,785: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2025-05-13 16:18:47,786: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2025-05-13 16:18:47,788: root: INFO: Current backtesting datetime 2023-12-16 09:25:00-05:00
2025-05-13 16:18:47,789: root: INFO: Current backtesting datetime 2023-12-16 09:25:00-05:00
2025-05-13 16:18:47,789: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2025-05-13 16:18:47,790: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2025-05-13 16:18:47,790: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-13 16:18:47,791: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2025-05-13 16:18:47,794: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2025-05-13 16:18:47,795: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2025-05-13 16:18:47,795: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2025-05-13 16:18:47,797: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2025-05-13 16:18:47[0m
2025-05-13 16:18:47,797: root: INFO: [34mMLTrader : Trading iteration ended at 2025-05-13 16:18:47[0m
2025-05-13 16:18:47,798: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2025-05-13 16:18:47,798: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2025-05-13 16:18:47,800: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2025-05-13 16:18:47[0m
2025-05-13 16:18:47,800: root: INFO: [34mMLTrader : Trading iteration ended at 2025-05-13 16:18:47[0m
2025-05-13 16:18:47,801: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2025-05-13 16:18:47,801: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2025-05-13 16:18:47,802: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2025-05-13 16:18:47[0m
2025-05-13 16:18:47,802: root: INFO: [34mMLTrader : Trading iteration ended at 2025-05-13 16:18:47[0m
2025-05-13 16:18:47,803: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
