time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2022-03-09 09:30:00-05:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,331.75,93,0.0
2022-03-10 09:30:00-05:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-03-10 09:30:00-05:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,330.82000732421875,109,0.0
2022-03-10 09:30:00-05:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-03-10 09:30:00-05:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,330.82000732421875,93,0.0
2022-03-14 08:30:00-04:00,MLTrader,QQQ,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-03-14 08:30:00-04:00,MLTrader,QQQ,buy,limit,fill,1,day,0.0,1,stock,317.4659912109375,80,0.0
2022-03-16 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-03-16 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,335.0675,109,0.0
2022-03-22 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-03-22 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,353.4292926025391,72,0.0
2022-04-01 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-04-01 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,362.80999755859375,54,0.0
2022-04-13 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-04-13 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,339.79998779296875,69,0.0
2022-04-14 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-04-14 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,346.44000244140625,84,0.0
2022-04-15 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-04-15 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,346.44000244140625,84,0.0
2022-04-22 09:30:00-04:00,MLTrader,QQQ,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-04-22 09:30:00-04:00,MLTrader,QQQ,buy,limit,fill,1,day,0.0,1,stock,330.5159912109375,54,0.0
2022-04-29 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,QQQ,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,QQQ,buy,market,new,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,QQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,QQQ,buy,market,fill,1,day,0.0,1,stock,323.70001220703125,69,0.0
2022-04-29 09:30:00-04:00,MLTrader,QQQ,buy,market,fill,1,gtc,0.0,1,stock,323.70001220703125,77,0.0
2022-04-30 09:30:00-04:00,MLTrader,QQQ,sell,limit,canceled,1,day,0.0,1,stock,,,
2022-04-30 09:30:00-04:00,MLTrader,QQQ,sell,stop,fill,1,day,0.0,1,stock,318.63150604248045,77,0.0
2022-05-13 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-05-13 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,295.7200012207031,71,0.0
2022-05-14 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-05-14 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,295.7200012207031,71,0.0
2022-05-20 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-05-20 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,293.1300048828125,70,0.0
2022-05-21 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-05-21 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,293.1300048828125,70,0.0
2022-05-27 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-05-27 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,302.5400085449219,70,0.0
2022-05-28 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-05-28 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,302.5400085449219,70,0.0
2022-08-17 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-08-17 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,329.07000732421875,61,0.0
2022-08-18 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-08-18 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,328.44000244140625,74,0.0
2022-08-19 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-08-19 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,326.1700134277344,89,0.0
2022-08-30 09:30:00-04:00,MLTrader,QQQ,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-08-30 09:30:00-04:00,MLTrader,QQQ,buy,limit,fill,1,day,0.0,1,stock,298.8539978027344,61,0.0
2022-09-01 09:30:00-04:00,MLTrader,QQQ,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-09-01 09:30:00-04:00,MLTrader,QQQ,buy,limit,fill,1,day,0.0,1,stock,295.59600219726565,89,0.0
2022-09-01 09:30:00-04:00,MLTrader,QQQ,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-09-01 09:30:00-04:00,MLTrader,QQQ,buy,limit,fill,1,day,0.0,1,stock,296.1630065917969,74,0.0
2022-09-14 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-14 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,294.8699951171875,72,0.0
2022-09-15 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-15 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,294.07000732421875,88,0.0
2022-09-16 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-16 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,287.7200012207031,106,0.0
2022-09-29 09:30:00-04:00,MLTrader,QQQ,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-09-29 09:30:00-04:00,MLTrader,QQQ,buy,limit,fill,1,day,0.0,1,stock,271.6199890136719,72,0.0
2022-10-10 08:30:00-04:00,MLTrader,QQQ,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-10-10 08:30:00-04:00,MLTrader,QQQ,buy,limit,fill,1,day,0.0,1,stock,265.38299560546875,88,0.0
2022-10-10 08:30:00-04:00,MLTrader,QQQ,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-10-10 08:30:00-04:00,MLTrader,QQQ,buy,limit,fill,1,day,0.0,1,stock,264.6630065917969,106,0.0
2022-10-11 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-10-11 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,264.70001220703125,86,0.0
2022-10-12 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-10-12 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,263.3999938964844,104,0.0
2022-10-13 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2022-10-13 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,255.16000366210938,126,0.0
2022-10-13 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-13 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,267.3470123291016,104,0.0
2022-10-14 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-14 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,271.20001220703125,126,0.0
2022-10-18 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-18 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,276.5299987792969,86,0.0
2023-01-18 09:30:00-05:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-18 09:30:00-05:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,283.1099853515625,80,0.0
2023-01-19 09:30:00-05:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,276.2200012207031,95,0.0
2023-01-20 09:30:00-05:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-20 09:30:00-05:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,276.7900085449219,117,0.0
2023-01-21 09:30:00-05:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-21 09:30:00-05:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,278.98220123291014,117,0.0
2023-01-23 08:30:00-05:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-23 08:30:00-05:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,283.5776889038086,80,0.0
2023-01-23 08:30:00-05:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-23 08:30:00-05:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,285.94108520507814,95,0.0
2023-01-26 09:30:00-05:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-26 09:30:00-05:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,291.2200012207031,78,0.0
2023-01-27 09:30:00-05:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-01-27 09:30:00-05:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,292.0,78,0.0
2023-02-10 09:30:00-05:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-02-10 09:30:00-05:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,299.4800109863281,72,0.0
2023-03-22 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-03-22 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,311.9283963012695,72,0.0
2023-05-03 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-03 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,319.75,68,0.0
2023-05-04 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-04 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,317.05999755859375,82,0.0
2023-05-05 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-05 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-05 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,322.9475,82,0.0
2023-05-05 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,318.4700012207031,99,0.0
2023-05-06 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-06 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,320.2305975341797,99,0.0
2023-05-10 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-10 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,325.34119506835935,68,0.0
2023-05-11 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-11 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,325.70001220703125,67,0.0
2023-05-16 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-16 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,327.3611950683594,67,0.0
2023-08-14 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-14 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,365.42999267578125,59,0.0
2023-08-15 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-08-15 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,369.64989013671874,59,0.0
2023-10-27 09:30:00-04:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-10-27 09:30:00-04:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,346.42999267578125,62,0.0
2023-11-01 09:30:00-04:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-01 09:30:00-04:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,352.6111950683594,62,0.0
2023-12-11 09:30:00-05:00,MLTrader,QQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-12-11 09:30:00-05:00,MLTrader,QQQ,sell,market,fill,1,gtc,0.0,1,stock,391.739990234375,56,0.0
2023-12-12 09:30:00-05:00,MLTrader,QQQ,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-12-12 09:30:00-05:00,MLTrader,QQQ,buy,stop,fill,1,day,0.0,1,stock,395.55999755859375,56,0.0
